"Table 16. Class of Ownership, Number of Bundled Ultimate Consumers, Revenue, Sales, and",,,,,
                Average Revenue per Kilowatthour for the Industrial Sector by State,,,,,
"                Utility, 2002",,,,,
,,,,,
State,Class of,Number of,Revenue,Sales,Average Revenue
Wisconsin,,,,,
Adams-Columbia Electric Coop,Cooperative,8,"3,361","65,608",5.12
Algoma Utility Comm,Publicly Owned,1,402,"7,958",5.05
Arcadia City of,Publicly Owned,50,"1,439","54,954",2.62
Argyle City of,Publicly Owned,8,96,"1,824",5.26
Bangor City of,Publicly Owned,13,661,"12,661",5.22
Barron City of,Publicly Owned,32,"2,192","52,358",4.19
Barron Electric Cooperative,Cooperative,3,"1,903","73,179",2.60
Belmont Village of,Publicly Owned,13,253,"4,496",5.63
Black Earth Village of,Publicly Owned,11,236,"3,476",6.79
Bloomer Electric & Water Co,Publicly Owned,49,"1,249","24,140",5.17
Brodhead Water & Lighting Comm,Publicly Owned,2,530,"11,223",4.72
Cadott Village of,Publicly Owned,4,242,"5,984",4.04
Cashton Village of,Publicly Owned,8,98,"1,940",5.05
Cedarburg Light & Water Comm,Publicly Owned,3,"1,290","27,975",4.61
Central Wisconsin Elec Coop,Cooperative,1,84,"1,430",5.87
Clintonville City of,Publicly Owned,15,"1,945","39,627",4.91
Columbus City of,Publicly Owned,1,537,"12,203",4.40
Consolidated Water Power Co,Investor-Owned,1,"52,173","1,436,341",3.63
Cornell City of,Publicly Owned,11,167,"3,283",5.09
Cumberland City of,Publicly Owned,22,"1,420","24,779",5.73
Dahlberg Light & Power Co,Investor-Owned,39,"1,037","17,367",5.97
Eau Claire Electric Coop,Cooperative,4,452,"9,373",4.82
Elkhorn City of,Publicly Owned,52,"2,685","56,280",4.77
Elroy City of,Publicly Owned,15,585,"13,610",4.30
Evansville City of,Publicly Owned,2,718,"12,000",5.98
Fennimore City of,Publicly Owned,25,859,"19,892",4.32
Gresham Village of,Publicly Owned,23,412,"6,880",5.99
Hartford Electric,Publicly Owned,6,"4,624","120,903",3.82
Hazel Green Village of,Publicly Owned,8,51,"1,184",4.31
"Jackson Electric Coop, Inc",Cooperative,3,"1,129","30,464",3.71
Jefferson Utilities,Publicly Owned,5,"3,673","87,422",4.20
Juneau Utility Comm,Publicly Owned,26,"1,522","28,083",5.42
Kaukauna City of,Publicly Owned,5,"19,068","527,644",3.61
Kiel City of,Publicly Owned,16,"2,291","44,316",5.17
La Farge Municipal Electric Co,Publicly Owned,4,55,925,5.95
Lake Mills Light & Water,Publicly Owned,2,519,"10,479",4.95
Madison Gas & Electric Co,Investor-Owned,68,"12,949","296,220",4.37
Manitowoc Public Utilities,Publicly Owned,423,"18,040","347,741",5.19
Marshfield City of,Publicly Owned,46,"6,080","161,720",3.76
Mazomanie Village of,Publicly Owned,11,838,"15,870",5.28
Medford City of,Publicly Owned,68,"4,764","103,484",4.60
Menasha City of,Publicly Owned,12,"17,601","454,530",3.87
Mt Horeb Village of,Publicly Owned,42,824,"14,402",5.72
Muscoda City of,Publicly Owned,1,534,"9,654",5.53
New Glarus Village of,Publicly Owned,1,141,"3,006",4.69
New Holstein City of,Publicly Owned,1,"1,245","26,465",4.70
New Lisbon City of,Publicly Owned,27,628,"12,000",5.23
New London Electric&Water Util,Publicly Owned,6,"5,353","123,898",4.32
New Richmond City of,Publicly Owned,1,207,"3,654",5.67
"North Central Power Co, Inc",Investor-Owned,2,54,679,7.95
Northern States Power Co,Investor-Owned,"1,560","135,500","2,741,386",4.94
Northwestern Wisconsin Elec Co,Investor-Owned,26,"2,844","48,024",5.92
Oakdale Electric Cooperative,Cooperative,65,"2,153","42,296",5.09
Oconomowoc Utilities,Publicly Owned,6,"1,734","37,056",4.68
Oconto Electric Cooperative,Cooperative,3,242,"4,346",5.57
Oconto Falls Water & Light Comm,Publicly Owned,1,319,"6,740",4.73
Pardeeville Village of,Publicly Owned,20,400,"8,461",4.73
Pierce-Pepin Coop Services,Cooperative,12,67,"1,085",6.18
Pioneer Power & Light Co,Investor-Owned,31,211,"2,918",7.23
Plymouth City of,Publicly Owned,85,"6,098","121,252",5.03
Prairie Du Sac Village of,Publicly Owned,1,758,"14,587",5.20
Princeton City of,Publicly Owned,17,236,"4,185",5.64
Reedsburg Utility Comm,Publicly Owned,5,"6,181","137,127",4.51
Rice Lake Utilities,Publicly Owned,143,"4,376","92,203",4.75
Richland Center City of,Publicly Owned,2,"1,023","24,660",4.15
River Falls City of,Publicly Owned,1,732,"14,045",5.21
Sauk City Village of,Publicly Owned,30,802,"15,306",5.24
Scenic Rivers Energy Coop,Cooperative,144,0,0,0.00
Shawano Municipal Utilities,Publicly Owned,128,"7,921","197,390",4.01
Sheboygan Falls City of,Publicly Owned,55,"7,589","169,858",4.47
Shullsburg City of,Publicly Owned,10,198,"3,500",5.66
Slinger Utilities,Publicly Owned,1,273,"5,060",5.40
Spooner City of,Publicly Owned,14,581,"12,067",4.81
St Croix Electric Cooperative,Cooperative,2,239,"3,000",7.97
Stoughton City of,Publicly Owned,43,"1,504","36,000",4.18
Stratford Village of,Publicly Owned,2,51,"1,000",5.10
Sturgeon Bay City of,Publicly Owned,2,646,"13,811",4.68
Sun Prairie Water & Light Comm,Publicly Owned,2,583,"14,271",4.09
"Superior Water, Light and Power Company",Investor-Owned,130,"12,305","329,381",3.74
Two Rivers Water & Light,Publicly Owned,2,594,"15,199",3.91
Waterloo Light & Water Comm,Publicly Owned,4,"1,521","30,410",5.00
Waunakee Village of,Publicly Owned,3,"1,207","25,486",4.74
Waupun Utilities,Publicly Owned,2,"1,396","32,920",4.24
Westfield Electric Co,Investor-Owned,31,435,"6,902",6.30
Whitehall Electric Utility,Publicly Owned,1,248,"4,562",5.44
Wisconsin Electric Power Co,Investor-Owned,692,"392,702","8,534,675",4.60
Wisconsin Power & Light Co,Investor-Owned,953,"207,064","4,364,712",4.74
Wisconsin Public Service Corp,Investor-Owned,225,"147,075","3,915,424",3.76
Wisconsin Rapids W W & L Comm,Publicly Owned,41,"3,802","76,653",4.96
Wonewoc Electric & Water Util,Publicly Owned,2,6,168,3.57
 State Total,,"5,697","1,130,832","25,533,710",4.43
Wyoming,,,,,
Basin Town of,Publicly Owned,2,94,770,12.21
Big Horn Rural Electric Co,Cooperative,4,"2,051","51,480",3.98
Black Hills Power Inc,Investor-Owned,8,"5,434","107,041",5.08
"Bridger Valley Elec Assn, Inc",Cooperative,7,"1,027","18,803",5.46
"Carbon Power & Light, Inc",Cooperative,4,643,"13,681",4.70
Cheyenne Light Fuel & Power Co,Investor-Owned,8,"23,258","371,718",6.26
Guernsey Town of,Publicly Owned,2,43,700,6.14
"High Plains Power, Inc",Cooperative,29,"19,096","527,337",3.62
"High West Energy, Inc",Cooperative,503,"1,336","22,517",5.93
Lower Valley Energy Inc,Cooperative,4,474,"12,139",3.90
Lusk Town of,Publicly Owned,22,177,"3,048",5.81
MDU Resources Group Inc,Investor-Owned,25,575,"10,191",5.64
"Niobrara Electric Assn, Inc",Cooperative,3,526,"8,016",6.56
PacifiCorp,Investor-Owned,"2,769","175,904","5,274,337",3.34
Powder River Energy Corp,Cooperative,24,"28,532","918,685",3.11
Torrington City of,Publicly Owned,2,866,"18,471",4.69
"Wheatland Rural Elec Assn, Inc",Cooperative,36,"3,544","76,582",4.63
Wheatland Town of,Publicly Owned,81,781,"16,000",4.88
Wyrulec Company,Cooperative,1,48,"1,132",4.24
 State Total,,"3,534","264,409","7,452,648",3.55
 U.S.Total (Fifty States),,"586,846","44,276,345","933,655,019",4.74
Total (Includes the Four Power Authorities),,"589,640","44,764,563","938,277,223",4.77
