"Table 14. Class of Ownership, Number of Bundled Ultimate Consumers, Revenue, Sales, and",,,,,
                 Average Revenue per Kilowatthour for the Residential Sector by State,,,,,
"                 Utility, 2002",,,,,
,,,,,
State,Class of,Number of,Revenue,Sales,Average Revenue
Shrewsbury Town of,Publicly Owned,"13,083","11,488","119,683",9.60
South Hadley Town of,Publicly Owned,"6,686","6,104","56,749",10.76
Sterling Town of,Publicly Owned,"2,970","2,885","25,511",11.31
Taunton City of,Publicly Owned,"36,458","21,864","254,624",8.59
Templeton Town of,Publicly Owned,"2,853","2,519","21,303",11.82
Wakefield Town of,Publicly Owned,"9,871","8,163","71,343",11.44
Wellesley Town of,Publicly Owned,"8,745","8,410","90,520",9.29
West Boylston Town of,Publicly Owned,"2,577","2,039","22,067",9.24
Western Massachusetts Elec Co,Investor-Owned,"182,634","157,303","1,446,053",10.88
Westfield City of,Publicly Owned,"15,184","12,304","120,302",10.23
 State Total,,"2,512,183","2,007,852","18,439,625",10.89
Michigan,,,,,
Alger-Delta Coop Electric Assn,Cooperative,"9,141","4,858","46,000",10.56
Alpena Power Co,Investor-Owned,"13,724","7,654","88,584",8.64
Baraga Village of,Publicly Owned,589,231,"3,372",6.85
Bay City City of,Publicly Owned,"17,661","9,386","122,890",7.64
"Bayfield Electric Coop, Inc",Cooperative,41,18,111,16.22
Charlevoix City of,Publicly Owned,"3,366","1,333","17,664",7.55
Chelsea Village of,Publicly Owned,"1,759","1,008","13,611",7.41
"Cherryland Electric Coop, Inc",Cooperative,"27,377","20,036","209,000",9.59
Clinton Village of,Publicly Owned,"1,076",973,"8,415",11.56
Cloverland Electric Co-op,Cooperative,"16,888","9,130","116,015",7.87
Coldwater Board of Public Util,Publicly Owned,"5,374","3,734","37,578",9.94
Consumers Energy Company,Investor-Owned,"1,516,169","1,028,901","12,698,034",8.10
Croswell City of,Publicly Owned,822,553,"7,122",7.76
Crystal Falls City of,Publicly Owned,"1,286",563,"7,838",7.18
Daggett Village of,Publicly Owned,150,48,"1,261",3.81
Dowagiac City of,Publicly Owned,"2,184","1,176","18,849",6.24
Eaton Rapids City of,Publicly Owned,"2,314","1,799","21,612",8.32
Edison Sault Electric Co,Investor-Owned,"18,764","9,612","163,152",5.89
Escanaba City of,Publicly Owned,"6,220","2,708","35,761",7.57
Gladstone City of,Publicly Owned,"2,747","1,273","17,187",7.41
Grand Haven City of,Publicly Owned,"11,140","6,267","77,359",8.10
Great Lakes Energy Cooperative,Cooperative,"104,501","70,821","685,849",10.33
Harbor Springs City of,Publicly Owned,"2,798","1,250","16,677",7.50
Hart Hydro City of,Publicly Owned,988,518,"7,071",7.33
Hillsdale Board of Public Wks,Publicly Owned,"5,138","2,868","36,085",7.95
Holland City of,Publicly Owned,"21,448","10,972","166,583",6.59
Indiana Michigan Power Co,Investor-Owned,"105,594","69,261","1,196,874",5.79
L'Anse Village of,Publicly Owned,960,365,"5,101",7.16
Lansing City of,Publicly Owned,"83,176","39,030","582,258",6.70
Lowell City of,Publicly Owned,"2,024","1,156","16,384",7.06
Marquette City of,Publicly Owned,"13,254","6,744","92,578",7.28
Marshall City of,Publicly Owned,"3,741","2,809","26,592",10.56
Midwest Energy Cooperative,Cooperative,"29,845","27,198","347,289",7.83
Negaunee City of,Publicly Owned,"2,047",925,"12,007",7.70
Newberry Water & Light Board,Publicly Owned,"1,240",947,"14,841",6.38
Niles City of,Publicly Owned,"6,162","3,187","50,704",6.29
Northern States Power Co,Investor-Owned,"7,861","4,651","55,456",8.39
Norway City of,Publicly Owned,"1,982","1,068","17,145",6.23
Paw Paw Village of,Publicly Owned,"1,541",737,"10,740",6.86
Petoskey City of,Publicly Owned,"3,996","1,648","21,274",7.75
Portland City of,Publicly Owned,"2,093","1,363","15,697",8.68
Presque Isle Elec & Gas Coop,Cooperative,"29,420","16,448","153,369",10.72
Sebewaing City of,Publicly Owned,"1,138",703,"8,518",8.25
South Haven City of,Publicly Owned,"6,324","3,140","46,017",6.82
St Louis City of,Publicly Owned,"1,580",990,"11,349",8.72
Stephenson City of,Publicly Owned,394,170,"2,526",6.73
Sturgis City of,Publicly Owned,"5,904","3,787","48,835",7.75
The Detroit Edison Co,Investor-Owned,"1,945,275","1,370,536","15,957,874",8.59
The Ontonagon County R E A,Cooperative,"4,179","2,294","20,595",11.14
Thumb Electric Coop of Mich,Cooperative,"9,710","10,001","115,382",8.67
Traverse City City of,Publicly Owned,"7,276","3,240","45,024",7.20
Tri-County Electric Coop,Cooperative,"22,354","19,900","197,899",10.06
Union City Village of,Publicly Owned,"1,255",804,"8,172",9.84
Upper Peninsula Power Co,Investor-Owned,"45,279","25,303","277,921",9.10
Wakefield City of,Publicly Owned,"1,029",456,"7,011",6.50
Wisconsin Electric Power Co,Investor-Owned,"23,665","14,245","164,576",8.66
Wisconsin Public Service Corp,Investor-Owned,"7,921","4,098","66,693",6.14
Wyandotte Municipal Serv Comm,Publicly Owned,"11,778","7,323","79,733",9.18
Zeeland City of,Publicly Owned,"4,455","2,337","36,047",6.48
 State Total,,"4,188,117","2,844,554","34,336,161",8.28
Minnesota,,,,,
Ada City of,Publicly Owned,889,666,"11,670",5.71
Adrian Public Utilities Comm,Publicly Owned,519,412,"6,669",6.18
Agralite Electric Cooperative,Cooperative,"4,351","6,040","77,276",7.82
Aitkin Public Utilities Comm,Publicly Owned,"1,450",735,"13,300",5.53
Alexandria City of,Publicly Owned,"6,692","4,160","64,253",6.47
Alpha City of,Publicly Owned,66,57,773,7.37
Alvarado City of,Publicly Owned,190,150,"2,203",6.81
Anoka City of,Publicly Owned,"9,969","5,923","76,131",7.78
Anoka Electric Coop,Cooperative,"95,709","84,099","1,017,852",8.26
Arlington City of,Publicly Owned,882,574,"7,758",7.40
"Arrowhead Electric Coop, Inc",Cooperative,"3,257","2,761","34,186",8.08
Austin City of,Publicly Owned,"10,498","6,515","78,639",8.28
Bagley Public Utilities Comm,Publicly Owned,529,342,"7,000",4.89
Barnesville City of,Publicly Owned,997,788,"12,554",6.28
Baudette City of,Publicly Owned,516,366,"5,188",7.05
"Beltrami Electric Coop, Inc",Cooperative,"16,630","15,686","274,289",5.72
Benson City of,Publicly Owned,"1,508",756,"13,914",5.43
Bigelow City of,Publicly Owned,95,56,785,7.13
Biwabik City of,Publicly Owned,693,209,"3,772",5.54
Blooming Prairie City of,Publicly Owned,810,459,"6,607",6.95
Blue Earth City of,Publicly Owned,"1,669",997,"13,978",7.13
Blue Earth-Nicollet-Faribault,Cooperative,"11,158","12,754","160,044",7.97
Brainerd Public Utilities,Publicly Owned,"5,658","2,829","45,661",6.20
Breckenridge City of,Publicly Owned,"1,540",829,"17,111",4.84
Brewster City of,Publicly Owned,222,136,"2,124",6.40
Brown County Rural Elec Assn,Cooperative,"3,166","4,324","66,252",6.53
Brownton City of,Publicly Owned,343,230,"3,476",6.62
Buffalo City of,Publicly Owned,"3,923","2,298","31,824",7.22
Buhl City of,Publicly Owned,447,216,"3,693",5.85
Caledonia City of,Publicly Owned,"1,322",718,"10,011",7.17
Ceylon City of,Publicly Owned,199,93,"1,749",5.32
Chaska City of,Publicly Owned,"6,590","3,955","61,046",6.48
Clearwater-Polk Elec Coop Inc,Cooperative,"3,685","3,929","61,417",6.40
Cooperative L&P Assn Lake Cnty,Cooperative,"3,353","2,825","37,368",7.56
Crow Wing Cooperative Power & Light Comp,Cooperative,"34,280","24,187","325,515",7.43
Dakota Electric Assn,Cooperative,"84,325","63,727","834,273",7.64
Darwin Village of,Publicly Owned,159,103,"1,400",7.36
Delano Municipal Utilities,Publicly Owned,"1,528","1,092","13,963",7.82
Detroit Lakes City of,Publicly Owned,"4,731","2,942","52,496",5.60
Dunnell City of,Publicly Owned,93,48,672,7.14
East Central Energy,Cooperative,"42,931","36,630","450,573",8.13
East Grand Forks City of,Publicly Owned,"3,236","2,384","33,975",7.02
Eitzen City of,Publicly Owned,122,91,"1,181",7.71
Elbow Lake City of,Publicly Owned,675,462,"6,024",7.67
Elk River City of,Publicly Owned,"6,036","3,910","56,857",6.88
Ely City of,Publicly Owned,"1,946",854,"10,000",8.54
Fairfax City of,Publicly Owned,587,354,"6,466",5.47
Fairmont Public Utilities Comm,Publicly Owned,"5,125","3,060","42,092",7.27
Federated Rural Electric Assn,Cooperative,"4,547","5,378","88,763",6.06
Fosston City of,Publicly Owned,655,639,"10,663",5.99
Freeborn-Mower Coop Services,Cooperative,"5,681","8,474","102,807",8.24
Gilbert City of,Publicly Owned,886,347,"5,575",6.22
Glencoe Light & Power Comm,Publicly Owned,"2,352","1,550","22,210",6.98
Goodhue County Coop Elec Assn,Cooperative,"4,161","6,240","74,393",8.39
Grand Marais City of,Publicly Owned,848,511,"7,275",7.02
Grand Rapids Public Util Comm,Publicly Owned,"5,083","2,825","43,022",6.57
Granite Falls City of,Publicly Owned,"1,406",780,"12,641",6.17
Grove City City of,Publicly Owned,328,283,"3,606",7.85
Halstad City of,Publicly Owned,271,257,"4,754",5.41
Harmony City of,Publicly Owned,584,277,"4,613",6.00
Hawley Public Utilities Comm,Publicly Owned,794,593,"9,473",6.26
"H-D Electric Cooperative, Inc",Cooperative,12,15,170,8.82
Head of The Lakes Elec Coop,Cooperative,501,495,"5,400",9.17
Heartland Power Cooperative,Cooperative,38,75,943,7.95
Henning City of,Publicly Owned,378,204,"3,828",5.33
Hibbing Public Utilities Comm,Publicly Owned,"6,153","3,668","49,345",7.43
Hutchinson Utilities Comm,Publicly Owned,"5,683","2,879","49,819",5.78
Interstate Power and Light Co,Investor-Owned,"34,886","28,125","309,178",9.10
Itasca-Mantrap Co-op Electrical Assn,Cooperative,"9,008","7,178","96,861",7.41
Jackson City of,Publicly Owned,"1,372",860,"13,720",6.27
Janesville City of,Publicly Owned,925,249,"7,199",3.46
Kandiyohi City of,Publicly Owned,225,150,"2,407",6.23
Kandiyohi Power Cooperative,Cooperative,"6,563","7,772","95,216",8.16
Kasota City of,Publicly Owned,335,240,"3,700",6.49
Kasson City of,Publicly Owned,"1,931","1,204","15,900",7.57
Keewatin Public Utilities,Publicly Owned,543,340,"5,441",6.25
Kenyon Municipal Utilities,Publicly Owned,750,507,"6,385",7.94
Lake City City of,Publicly Owned,"2,534","1,652","18,913",8.73
Lake Country Power,Cooperative,"42,711","31,940","386,135",8.27
Lake Crystal City of,Publicly Owned,995,716,"8,214",8.72
Lake Park City of,Publicly Owned,335,218,"3,563",6.12
Lake Region Coop Elec Assn,Cooperative,"21,739","20,273","263,591",7.69
Lakefield City of,Publicly Owned,794,396,"7,421",5.34
Lanesboro Public Utility Comm,Publicly Owned,475,146,"2,793",5.23
Le Sueur City of,Publicly Owned,"1,591","1,007","12,608",7.99
Litchfield Public Utilities,Publicly Owned,"2,670","1,560","33,693",4.63
Luverne City of,Publicly Owned,"2,083","1,434","22,834",6.28
Lyon-Lincoln Electric Coop Inc,Cooperative,"3,609","4,593","61,275",7.50
Mabel City of,Publicly Owned,386,163,"2,476",6.58
Madelia City of,Publicly Owned,982,619,"7,820",7.92
Madison City of,Publicly Owned,853,444,"8,746",5.08
Marshall City of,Publicly Owned,"5,236","2,797","55,700",5.02
McLeod Cooperative Power Assn,Cooperative,"5,734","7,893","98,445",8.02
Meeker Coop Light & Power Assn,Cooperative,"7,237","7,908","113,205",6.99
Melrose Public Utilities,Publicly Owned,"1,209",669,"17,392",3.85
Mille Lacs Electric Coop,Cooperative,"12,514","8,284","98,282",8.43
Minnesota Power Inc,Investor-Owned,"112,257","63,782","960,107",6.64
Minnesota Valley Coop L&P Assn,Cooperative,"4,990","7,387","108,998",6.78
Minnesota Valley Electric Coop,Cooperative,"24,087","24,315","301,292",8.07
Moorhead City of,Publicly Owned,"12,073","6,973","139,556",5.00
Moose Lake Water & Light Comm,Publicly Owned,701,372,"6,041",6.16
Mora City of,Publicly Owned,"1,548",769,"11,000",6.99
Mountain Iron City of,Publicly Owned,713,409,"6,571",6.22
Mountain Lake City of,Publicly Owned,884,637,"8,166",7.80
Nashwauk City of,Publicly Owned,452,212,"3,275",6.47
New Prague Utilities Comm,Publicly Owned,"1,984","1,077","15,511",6.94
New Ulm Public Utilities Comm,Publicly Owned,"5,910","4,204","46,662",9.01
Newfolden City of,Publicly Owned,150,117,"2,002",5.84
Nielsville City of,Publicly Owned,45,32,470,6.81
Nobles Cooperative Electric,Cooperative,"4,678","5,908","85,918",6.88
North Branch Water & Light Comm,Publicly Owned,"1,480",892,"10,233",8.72
North Itasca Electric Coop Inc,Cooperative,"4,610","3,218","30,135",10.68
North St Paul City of,Publicly Owned,"5,588","3,590","43,559",8.24
"North Star Electric Coop, Inc",Cooperative,"5,595","5,433","80,620",6.74
Northern States Power Co,Investor-Owned,"1,027,385","651,522","8,487,493",7.68
Northwestern Wisconsin Elec Co,Investor-Owned,70,31,321,9.66
Olivia City of,Publicly Owned,"1,090",697,"12,057",5.78
Ortonville City of,Publicly Owned,"1,069",620,"11,933",5.20
Otter Tail Power Co,Investor-Owned,"45,430","32,837","502,102",6.54
Owatonna City of,Publicly Owned,"9,287","6,014","75,689",7.95
"P K M Electric Coop, Inc",Cooperative,"3,367","4,631","70,450",6.57
People's Cooperative Services,Cooperative,"14,152","14,997","191,251",7.84
Peterson City of,Publicly Owned,120,105,"1,320",7.95
Pierz City of,Publicly Owned,536,272,"3,646",7.46
Preston Public Utilities Comm,Publicly Owned,657,398,"5,238",7.60
Princeton Public Utils Comm,Publicly Owned,"1,937","1,164","15,050",7.73
Proctor Public Utilities Comm,Publicly Owned,"1,172",673,"12,103",5.56
Randall City of,Publicly Owned,242,165,"2,774",5.95
"Red Lake Electric Coop, Inc",Cooperative,"4,564","5,532","95,202",5.81
Red River Valley Coop Pwr Assn,Cooperative,"4,079","5,940","93,982",6.32
Redwood Electric Cooperative,Cooperative,"2,295","3,805","47,684",7.98
Redwood Falls Public Util Comm,Publicly Owned,"2,271","1,383","30,820",4.49
Renville-Sibley Coop Pwr Assn,Cooperative,"1,906","3,260","47,941",6.80
Rochester Public Utilities,Publicly Owned,"38,259","25,569","302,755",8.45
Roseau City of,Publicly Owned,"1,134",927,"18,139",5.11
"Roseau Electric Coop, Inc",Cooperative,"5,725","6,379","119,900",5.32
Round Lake City of,Publicly Owned,212,132,"1,702",7.76
Runestone Electric Assn,Cooperative,"11,310","11,155","144,219",7.73
Rushford City of,Publicly Owned,772,455,"6,559",6.94
Rushmore City of,Publicly Owned,176,105,"1,376",7.63
Saint Peter City of,Publicly Owned,"3,217","2,099","24,686",8.50
Sauk Centre City of,Publicly Owned,"1,825",938,"17,599",5.33
Shakopee Public Utilities Comm,Publicly Owned,"10,859","7,319","94,441",7.75
Shelly City of,Publicly Owned,118,96,"1,637",5.86
Sioux Valley SW Elec Coop,Cooperative,"2,667","4,404","62,106",7.09
Sleepy Eye Public Utility Comm,Publicly Owned,"1,471",852,"13,410",6.35
South Central Electric Assn,Cooperative,"3,498","5,176","68,486",7.56
Spring Grove City of,Publicly Owned,616,335,"4,504",7.44
Spring Valley Pub Utils Comm,Publicly Owned,"1,258",709,"8,692",8.16
Springfield Public Utils Comm,Publicly Owned,"1,001",537,"8,637",6.22
St Charles City of,Publicly Owned,"1,417",844,"11,379",7.42
St James City of,Publicly Owned,"1,882",962,"18,416",5.22
Staples City of,Publicly Owned,"1,143",660,"9,760",6.76
Stearns Cooperative Elec Assn,Cooperative,"18,371","20,508","286,551",7.16
Steele-Waseca Cooperative Electric,Cooperative,"7,600","9,734","105,071",9.26
Stephen City of,Publicly Owned,297,284,"4,238",6.70
Thief River Falls City of,Publicly Owned,"3,640","2,263","43,208",5.24
Todd-Wadena Electric Coop,Cooperative,"6,462","7,417","108,611",6.83
"Traverse Electric Coop, Inc",Cooperative,"1,307","2,105","27,924",7.54
Tri-County Electric Coop,Cooperative,"11,891","14,859","172,683",8.60
Truman Public Utilities Comm,Publicly Owned,521,500,"5,687",8.79
Two Harbors City of,Publicly Owned,"1,600","1,697","10,051",16.88
Tyler City of,Publicly Owned,540,592,"9,531",6.21
Virginia City of,Publicly Owned,"4,759","2,573","34,595",7.44
Wadena City of,Publicly Owned,"2,098","1,148","21,341",5.38
Warren City of,Publicly Owned,692,550,"8,898",6.18
Warroad City of,Publicly Owned,735,523,"8,587",6.09
Waseca City of,Publicly Owned,"3,484","2,509","29,175",8.60
Wells City of,Publicly Owned,"1,222",730,"8,931",8.17
Westbrook City of,Publicly Owned,349,267,"4,420",6.04
Whalan City of,Publicly Owned,62,28,356,7.87
"Wild Rice Electric Coop, Inc",Cooperative,"11,998","11,502","184,494",6.23
Willmar Municipal Utils Comm,Publicly Owned,"7,600","4,765","65,122",7.32
Windom City of,Publicly Owned,"2,055",998,"20,614",4.84
Winthrop City of,Publicly Owned,661,377,"5,221",7.22
Worthington City of,Publicly Owned,"4,357","2,227","34,499",6.46
Wright-Hennepin Coop Elec Assn,Cooperative,"31,808","28,740","401,071",7.17
 State Total,,"2,117,928","1,531,480","20,450,927",7.49
Mississippi,,,,,
4-County Electric Power Assn,Cooperative,"34,595","39,711","544,226",7.30
Aberdeen City of,Publicly Owned,"2,789","2,523","40,009",6.31
Alcorn County Elec Power Assn,Cooperative,"14,143","14,358","218,985",6.56
Amory City of,Publicly Owned,"3,093","2,795","42,353",6.60
Canton Municipal Utilities,Publicly Owned,"3,908","2,978","50,054",5.95
Central Electric Power Assn,Cooperative,"26,176","27,410","400,117",6.85
Clarksdale Public Utilities,Publicly Owned,"6,382","5,539","76,871",7.21
Coahoma Electric Power Assn,Cooperative,"5,634","6,201","89,422",6.93
Coast Electric Power Assn,Cooperative,"60,726","71,339","984,841",7.24
Collins City of,Publicly Owned,864,759,"11,287",6.72
Columbus City of,Publicly Owned,"9,757","9,092","145,904",6.23
Delta Electric Power Assn,Cooperative,"20,345","17,525","245,683",7.13
Dixie Electric Power Assn,Cooperative,"31,493","36,218","510,154",7.10
Durant City of,Publicly Owned,994,756,"9,418",8.03
East Mississippi Elec Pwr Assn,Cooperative,"29,155","34,654","447,389",7.75
Entergy Mississippi Inc,Investor-Owned,"344,148","374,958","5,092,000",7.36
Greenwood Utilities Comm,Publicly Owned,"8,363","6,367","106,303",5.99
Holly Springs City of,Publicly Owned,"8,813","8,487","142,321",5.96
Itta Bena City of,Publicly Owned,"1,020","1,166","12,633",9.23
Kosciusko City of,Publicly Owned,"2,633","1,829","25,749",7.10
Leland City of,Publicly Owned,"2,000","2,450","31,300",7.83
Louisville Electric System,Publicly Owned,"2,641","2,241","33,949",6.60
Macon City of,Publicly Owned,959,887,"12,613",7.03
Magnolia Electric Power Assn,Cooperative,"25,224","28,280","375,582",7.53
Mississippi Power Co,Investor-Owned,"159,133","186,522","2,300,017",8.11
Monroe County Elec Power Assn,Cooperative,"8,697","9,957","147,767",6.74
Natchez Trace Elec Power Assn,Cooperative,"12,211","11,987","180,941",6.62
New Albany City of,Publicly Owned,"7,849","7,277","116,142",6.27
North East Mississippi E P A,Cooperative,"14,528","15,219","223,633",6.81
Northcentral Mississippi E P A,Cooperative,"17,897","19,910","302,060",6.59
Okolona City of,Publicly Owned,"4,235","4,490","63,820",7.04
Oxford City of,Publicly Owned,"5,945","4,949","73,941",6.69
Pearl River Valley El Pwr Assn,Cooperative,"37,197","44,605","575,373",7.75
