"Table 15. Class of Ownership, Number of Bundled Ultimate Consumers, Revenue, Sales, and",,,,,
                Average Revenue per Kilowatthour for the Commercial Sector by State,,,,,
"                Utility, 2002",,,,,
,,,,,
State,Class of,Number of,Revenue,Sales,Average Revenue
Bay City City of,Publicly Owned,"2,378","7,789","100,423",7.76
Charlevoix City of,Publicly Owned,862,"2,490","28,893",8.62
Chelsea Village of,Publicly Owned,490,"2,617","35,053",7.47
"Cherryland Electric Coop, Inc",Cooperative,"2,293","6,906","81,000",8.53
Clinton Village of,Publicly Owned,119,810,"7,867",10.30
Cloverland Electric Co-op,Cooperative,792,"2,809","37,742",7.44
Coldwater Board of Public Util,Publicly Owned,"1,055","2,112","18,912",11.17
Consumers Energy Company,Investor-Owned,"194,491","836,912","11,361,137",7.37
Croswell City of,Publicly Owned,145,775,"9,353",8.29
Crystal Falls City of,Publicly Owned,261,698,"8,923",7.82
Daggett Village of,Publicly Owned,20,20,315,6.35
Detroit City of,Publicly Owned,"1,621","43,428","484,096",8.97
Dowagiac City of,Publicly Owned,302,992,"15,543",6.38
Eaton Rapids City of,Publicly Owned,244,872,"11,017",7.92
Edison Sault Electric Co,Investor-Owned,"3,528","15,272","246,249",6.20
Engage Energy America LLC,Power Marketer,2,"6,743","191,137",3.53
Escanaba City of,Publicly Owned,"1,115","3,553","51,895",6.85
Gladstone City of,Publicly Owned,296,586,"8,904",6.58
Grand Haven City of,Publicly Owned,"1,320","5,583","77,303",7.22
Great Lakes Energy Cooperative,Cooperative,"8,634","18,836","207,796",9.06
Harbor Springs City of,Publicly Owned,590,"1,046","13,061",8.01
Hart Hydro City of,Publicly Owned,336,"1,324","17,849",7.42
Hillsdale Board of Public Wks,Publicly Owned,894,"3,112","46,509",6.69
Holland City of,Publicly Owned,"4,373","26,614","443,927",6.00
Indiana Michigan Power Co,Investor-Owned,"15,330","47,387","751,232",6.31
L'Anse Village of,Publicly Owned,161,321,"3,902",8.23
Lansing City of,Publicly Owned,"13,938","67,757","1,142,997",5.93
Lowell City of,Publicly Owned,404,"3,385","51,307",6.60
Marquette City of,Publicly Owned,"1,562","8,123","134,608",6.03
Marshall City of,Publicly Owned,660,"3,177","30,434",10.44
Midwest Energy Cooperative,Cooperative,"1,251","7,116","106,974",6.65
Negaunee City of,Publicly Owned,194,768,"9,823",7.82
Newberry Water & Light Board,Publicly Owned,236,338,"4,008",8.43
Niles City of,Publicly Owned,"1,002","2,579","36,789",7.01
Northern States Power Co,Investor-Owned,"1,213","2,509","31,900",7.87
Norway City of,Publicly Owned,188,408,"5,955",6.85
Paw Paw Village of,Publicly Owned,249,957,"14,256",6.71
Petoskey City of,Publicly Owned,904,"5,481","81,427",6.73
Portland City of,Publicly Owned,273,700,"8,006",8.74
Presque Isle Elec & Gas Coop,Cooperative,"1,639","4,289","51,176",8.38
Sebewaing City of,Publicly Owned,150,464,"4,398",10.55
South Haven City of,Publicly Owned,985,"3,851","56,437",6.82
St Louis City of,Publicly Owned,225,"1,372","16,597",8.27
Stephenson City of,Publicly Owned,87,212,"3,493",6.07
Sturgis City of,Publicly Owned,861,"4,546","49,918",9.11
The Detroit Edison Co,Investor-Owned,"184,149","1,423,684","18,395,314",7.74
The Ontonagon County R E A,Cooperative,150,186,"1,846",10.08
Thumb Electric Coop of Mich,Cooperative,614,"1,361","16,603",8.20
Traverse City City of,Publicly Owned,"2,746","9,900","132,905",7.45
Tri-County Electric Coop,Cooperative,"1,114","1,693","15,792",10.72
Union City Village of,Publicly Owned,165,498,"3,840",12.97
Upper Peninsula Power Co,Investor-Owned,"5,479","18,909","257,662",7.34
Wakefield City of,Publicly Owned,130,289,"5,086",5.68
Wisconsin Electric Power Co,Investor-Owned,"2,888","10,828","146,120",7.41
Wisconsin Public Service Corp,Investor-Owned,915,"3,537","63,379",5.58
Wyandotte Municipal Serv Comm,Publicly Owned,976,"2,592","24,184",10.72
Zeeland City of,Publicly Owned,442,"2,034","24,506",8.30
 State Total,,"471,194","2,642,520","35,313,593",7.48
Minnesota,,,,,
Ada City of,Publicly Owned,198,700,"9,744",7.18
Adrian Public Utilities Comm,Publicly Owned,56,101,"1,137",8.88
Agralite Electric Cooperative,Cooperative,177,"1,610","25,051",6.43
Aitkin Public Utilities Comm,Publicly Owned,300,377,"5,300",7.11
Alexandria City of,Publicly Owned,"1,384","3,030","57,262",5.29
Alpha City of,Publicly Owned,14,43,627,6.86
Alvarado City of,Publicly Owned,33,77,"1,161",6.63
Anoka City of,Publicly Owned,"1,220","5,365","81,420",6.59
Anoka Electric Coop,Cooperative,"6,476","37,818","584,482",6.47
Arlington City of,Publicly Owned,133,679,"9,229",7.36
"Arrowhead Electric Coop, Inc",Cooperative,407,"1,604","36,286",4.42
Austin City of,Publicly Owned,"1,183","8,058","116,048",6.94
Bagley Public Utilities Comm,Publicly Owned,135,238,"5,293",4.50
Barnesville City of,Publicly Owned,127,283,"4,635",6.11
Baudette City of,Publicly Owned,155,858,"11,400",7.53
"Beltrami Electric Coop, Inc",Cooperative,"1,037","3,540","62,838",5.63
Benson City of,Publicly Owned,229,224,"3,572",6.27
Bigelow City of,Publicly Owned,24,29,231,12.55
Biwabik City of,Publicly Owned,65,199,"3,252",6.12
Blooming Prairie City of,Publicly Owned,185,912,"14,619",6.24
Blue Earth City of,Publicly Owned,334,459,"5,924",7.75
Blue Earth-Nicollet-Faribault,Cooperative,556,"4,933","82,824",5.96
Brainerd Public Utilities,Publicly Owned,"1,380","3,813","64,529",5.91
Breckenridge City of,Publicly Owned,227,403,"7,678",5.25
Brewster City of,Publicly Owned,34,46,720,6.39
Brown County Rural Elec Assn,Cooperative,453,"1,569","26,090",6.01
Brownton City of,Publicly Owned,50,93,"1,266",7.35
Buffalo City of,Publicly Owned,506,"3,606","47,065",7.66
Buhl City of,Publicly Owned,21,116,"1,976",5.87
Caledonia City of,Publicly Owned,178,206,"3,150",6.54
Ceylon City of,Publicly Owned,50,44,823,5.35
Chaska City of,Publicly Owned,451,469,"6,832",6.86
Clearwater-Polk Elec Coop Inc,Cooperative,220,509,"8,235",6.18
Cooperative L&P Assn Lake Cnty,Cooperative,513,"1,219","16,661",7.32
Crow Wing Cooperative Power & Light Comp,Cooperative,"1,289","6,082","98,068",6.20
Dakota Electric Assn,Cooperative,"5,031","20,744","299,415",6.93
Darwin Village of,Publicly Owned,21,34,538,6.32
Delano Municipal Utilities,Publicly Owned,243,333,"4,499",7.40
Detroit Lakes City of,Publicly Owned,987,"1,738","26,838",6.48
Dunnell City of,Publicly Owned,28,45,633,7.11
East Central Energy,Cooperative,"2,998","13,681","209,171",6.54
East Grand Forks City of,Publicly Owned,424,"1,754","25,872",6.78
Eitzen City of,Publicly Owned,24,38,507,7.50
Elbow Lake City of,Publicly Owned,80,525,"9,115",5.76
Elk River City of,Publicly Owned,548,"1,234","18,224",6.77
Ely City of,Publicly Owned,290,"1,163","15,000",7.75
Fairfax City of,Publicly Owned,133,225,"3,806",5.91
Fairmont Public Utilities Comm,Publicly Owned,801,"2,941","46,437",6.33
Federated Rural Electric Assn,Cooperative,344,"1,927","35,371",5.45
Fosston City of,Publicly Owned,207,585,"8,997",6.50
Freeborn-Mower Coop Services,Cooperative,54,917,"13,634",6.73
Gilbert City of,Publicly Owned,75,204,"3,108",6.56
Glencoe Light & Power Comm,Publicly Owned,370,"1,970","29,005",6.79
Goodhue County Coop Elec Assn,Cooperative,149,301,"3,497",8.61
Grand Marais City of,Publicly Owned,286,831,"13,254",6.27
Grand Rapids Public Util Comm,Publicly Owned,"1,236","5,044","85,829",5.88
Granite Falls City of,Publicly Owned,257,812,"12,375",6.56
Grove City City of,Publicly Owned,55,262,"3,880",6.75
Halstad City of,Publicly Owned,66,194,"4,484",4.33
Harmony City of,Publicly Owned,137,208,"3,469",6.00
Hawley Public Utilities Comm,Publicly Owned,167,491,"8,382",5.86
Head of The Lakes Elec Coop,Cooperative,22,32,400,8.00
Henning City of,Publicly Owned,89,227,"4,263",5.32
Hibbing Public Utilities Comm,Publicly Owned,867,"4,949","71,297",6.94
Hutchinson Utilities Comm,Publicly Owned,914,"5,249","95,349",5.51
Interstate Power and Light Co,Investor-Owned,"6,411","10,757","144,266",7.46
Itasca-Mantrap Co-op Electrical Assn,Cooperative,704,"1,465","20,402",7.18
Jackson City of,Publicly Owned,186,196,"2,832",6.92
Janesville City of,Publicly Owned,132,131,"4,009",3.27
Kandiyohi City of,Publicly Owned,36,42,"1,093",3.84
Kandiyohi Power Cooperative,Cooperative,830,"2,355","30,977",7.60
Kasson City of,Publicly Owned,220,680,"11,153",6.10
Keewatin Public Utilities,Publicly Owned,9,30,519,5.78
Kenyon Municipal Utilities,Publicly Owned,121,330,"4,012",8.23
Lake City City of,Publicly Owned,348,"1,354","16,434",8.24
Lake Country Power,Cooperative,"2,462","6,752","98,255",6.87
Lake Crystal City of,Publicly Owned,144,475,"6,879",6.91
Lake Park City of,Publicly Owned,60,140,"2,694",5.20
Lake Region Coop Elec Assn,Cooperative,"1,351","3,226","44,926",7.18
Lakefield City of,Publicly Owned,128,297,"5,424",5.48
Lanesboro Public Utility Comm,Publicly Owned,82,201,"3,151",6.38
Le Sueur City of,Publicly Owned,227,392,"5,121",7.65
Litchfield Public Utilities,Publicly Owned,364,"1,293","27,963",4.62
Luverne City of,Publicly Owned,396,362,"4,696",7.71
Lyon-Lincoln Electric Coop Inc,Cooperative,202,808,"13,525",5.97
Mabel City of,Publicly Owned,94,176,"2,715",6.48
Madelia City of,Publicly Owned,182,509,"6,809",7.48
Madison City of,Publicly Owned,154,352,"6,541",5.38
Marshall City of,Publicly Owned,860,"1,618","30,578",5.29
McLeod Cooperative Power Assn,Cooperative,257,682,"10,338",6.60
Meeker Coop Light & Power Assn,Cooperative,369,"1,226","17,601",6.97
Melrose Public Utilities,Publicly Owned,235,617,"15,116",4.08
Mille Lacs Electric Coop,Cooperative,916,"1,954","25,977",7.52
Minnesota Power Inc,Investor-Owned,"19,080","65,422","1,127,782",5.80
Minnesota Valley Coop L&P Assn,Cooperative,196,699,"9,950",7.03
Minnesota Valley Electric Coop,Cooperative,"2,190","10,239","189,659",5.40
Moorhead City of,Publicly Owned,"1,560","1,722","30,020",5.74
Moose Lake Water & Light Comm,Publicly Owned,195,"1,264","19,774",6.39
Mora City of,Publicly Owned,230,"1,148","19,000",6.04
Mountain Iron City of,Publicly Owned,51,228,"3,005",7.59
Mountain Lake City of,Publicly Owned,151,255,"3,374",7.56
Nashwauk City of,Publicly Owned,57,246,"3,967",6.20
New Prague Utilities Comm,Publicly Owned,216,427,"6,251",6.83
New Ulm Public Utilities Comm,Publicly Owned,922,"4,244","61,263",6.93
Newfolden City of,Publicly Owned,30,103,"2,187",4.71
Nielsville City of,Publicly Owned,6,13,190,6.84
Nobles Cooperative Electric,Cooperative,222,"1,044","17,952",5.82
North Branch Water & Light Comm,Publicly Owned,216,946,"11,922",7.93
North Itasca Electric Coop Inc,Cooperative,280,652,"8,548",7.63
North St Paul City of,Publicly Owned,520,"2,552","35,629",7.16
"North Star Electric Coop, Inc",Cooperative,492,"1,917","32,213",5.95
Northern States Power Co,Investor-Owned,"118,257","687,759","12,080,327",5.69
Northwestern Wisconsin Elec Co,Investor-Owned,27,18,183,9.84
Olivia City of,Publicly Owned,147,190,"4,712",4.03
Ortonville City of,Publicly Owned,203,412,"8,467",4.87
Otter Tail Power Co,Investor-Owned,"11,445","53,999","989,506",5.46
Owatonna City of,Publicly Owned,781,"3,597","54,671",6.58
"P K M Electric Coop, Inc",Cooperative,190,335,"4,791",6.99
People's Cooperative Services,Cooperative,231,"1,778","24,513",7.25
Pierz City of,Publicly Owned,104,363,"5,142",7.06
Preston Public Utilities Comm,Publicly Owned,148,274,"3,486",7.86
Princeton Public Utils Comm,Publicly Owned,290,632,"8,020",7.88
Proctor Public Utilities Comm,Publicly Owned,59,458,"6,927",6.61
Randall City of,Publicly Owned,50,137,"1,832",7.48
"Red Lake Electric Coop, Inc",Cooperative,317,"1,155","21,829",5.29
Red River Valley Coop Pwr Assn,Cooperative,441,"1,368","22,904",5.97
Redwood Electric Cooperative,Cooperative,144,447,"5,536",8.07
Redwood Falls Public Util Comm,Publicly Owned,496,731,"17,236",4.24
Renville-Sibley Coop Pwr Assn,Cooperative,30,160,"2,200",7.27
Rochester Public Utilities,Publicly Owned,"4,030","40,156","608,230",6.60
Roseau City of,Publicly Owned,234,"1,134","21,396",5.30
"Roseau Electric Coop, Inc",Cooperative,267,"1,918","43,648",4.39
Round Lake City of,Publicly Owned,38,116,"1,434",8.09
Runestone Electric Assn,Cooperative,684,"1,523","21,110",7.21
Rushford City of,Publicly Owned,74,171,"2,575",6.64
Rushmore City of,Publicly Owned,18,25,322,7.76
Saint Peter City of,Publicly Owned,385,"2,137","31,659",6.75
Sauk Centre City of,Publicly Owned,337,584,"10,508",5.56
Shakopee Public Utilities Comm,Publicly Owned,762,527,"7,055",7.47
Shelly City of,Publicly Owned,25,20,316,6.33
Sioux Valley SW Elec Coop,Cooperative,125,"1,455","26,533",5.48
Sleepy Eye Public Utility Comm,Publicly Owned,331,706,"11,095",6.36
South Central Electric Assn,Cooperative,237,"1,692","28,462",5.94
Spring Grove City of,Publicly Owned,105,224,"3,164",7.08
Spring Valley Pub Utils Comm,Publicly Owned,173,627,"8,568",7.32
Springfield Public Utils Comm,Publicly Owned,187,341,"5,325",6.40
St Charles City of,Publicly Owned,173,322,"4,762",6.76
St James City of,Publicly Owned,400,"1,230","23,793",5.17
Staples City of,Publicly Owned,173,291,"4,388",6.63
Stearns Cooperative Elec Assn,Cooperative,"1,295","3,515","50,534",6.96
Steele-Waseca Cooperative Electric,Cooperative,409,"2,476","32,142",7.70
Stephen City of,Publicly Owned,94,273,"5,665",4.82
Thief River Falls City of,Publicly Owned,534,"1,930","42,255",4.57
Todd-Wadena Electric Coop,Cooperative,243,"1,289","22,305",5.78
"Traverse Electric Coop, Inc",Cooperative,63,355,"5,642",6.29
Tri-County Electric Coop,Cooperative,301,"1,959","28,348",6.91
Truman Public Utilities Comm,Publicly Owned,106,600,"7,479",8.02
Two Harbors City of,Publicly Owned,202,215,"15,404",1.40
Tyler City of,Publicly Owned,115,89,"2,303",3.86
Virginia City of,Publicly Owned,943,"4,219","63,135",6.68
Wadena City of,Publicly Owned,315,315,"5,517",5.71
Warren City of,Publicly Owned,147,578,"9,077",6.37
Warroad City of,Publicly Owned,125,623,"12,265",5.08
Waseca City of,Publicly Owned,380,788,"9,234",8.53
Wells City of,Publicly Owned,163,"1,107","15,567",7.11
Westbrook City of,Publicly Owned,74,150,"2,639",5.68
"Wild Rice Electric Coop, Inc",Cooperative,591,"1,573","28,520",5.52
Willmar Municipal Utils Comm,Publicly Owned,"1,135","5,456","76,191",7.16
Windom City of,Publicly Owned,344,562,"10,832",5.19
Winthrop City of,Publicly Owned,120,341,"4,413",7.73
Worthington City of,Publicly Owned,798,"4,141","65,716",6.30
Wright-Hennepin Coop Elec Assn,Cooperative,"1,507","12,204","206,140",5.92
 State Total,,"232,919","1,143,281","19,456,717",5.88
Mississippi,,,,,
4-County Electric Power Assn,Cooperative,"6,364","15,540","189,617",8.20
Aberdeen City of,Publicly Owned,658,"2,342","35,435",6.61
Alcorn County Elec Power Assn,Cooperative,"3,832","10,409","149,490",6.96
Amory City of,Publicly Owned,894,"3,138","43,725",7.18
Canton Municipal Utilities,Publicly Owned,627,"2,214","29,031",7.63
Central Electric Power Assn,Cooperative,"5,096","11,694","153,185",7.63
Clarksdale Public Utilities,Publicly Owned,"1,092","4,066","58,101",7.00
Coahoma Electric Power Assn,Cooperative,"1,465","2,993","35,713",8.38
Coast Electric Power Assn,Cooperative,"5,012","16,562","234,780",7.05
Collins City of,Publicly Owned,318,"1,176","17,011",6.91
Columbus City of,Publicly Owned,"3,226","12,589","195,228",6.45
Delta Electric Power Assn,Cooperative,"1,889","5,664","71,072",7.97
Dixie Electric Power Assn,Cooperative,"2,102","2,708","37,322",7.26
Durant City of,Publicly Owned,147,420,"7,076",5.94
East Mississippi Elec Pwr Assn,Cooperative,"4,171","9,704","115,576",8.40
Entergy Mississippi Inc,Investor-Owned,"56,699","309,525","4,445,079",6.96
Greenwood Utilities Comm,Publicly Owned,"1,522","8,236","131,534",6.26
Holly Springs City of,Publicly Owned,"2,094","5,205","77,877",6.68
Itta Bena City of,Publicly Owned,100,352,"2,529",13.92
Kosciusko City of,Publicly Owned,669,"2,105","25,605",8.22
Leland City of,Publicly Owned,200,650,"8,200",7.93
Louisville Electric System,Publicly Owned,873,"3,306","47,949",6.89
Macon City of,Publicly Owned,245,957,"12,920",7.41
Magnolia Electric Power Assn,Cooperative,998,"3,035","38,034",7.98
Mississippi Power Co,Investor-Owned,"32,691","181,224","2,902,291",6.24
Monroe County Elec Power Assn,Cooperative,"2,444","3,274","40,839",8.02
Natchez Trace Elec Power Assn,Cooperative,"3,370","8,226","111,843",7.35
New Albany City of,Publicly Owned,"2,236","6,030","90,725",6.65
North East Mississippi E P A,Cooperative,"1,621","2,595","33,368",7.78
Northcentral Mississippi E P A,Cooperative,"4,077","12,374","176,818",7.00
Okolona City of,Publicly Owned,"1,041","1,924","24,149",7.97
Oxford City of,Publicly Owned,"1,147","6,212","93,581",6.64
Pearl River Valley El Pwr Assn,Cooperative,987,"8,607","130,085",6.62
Philadelphia City of,Publicly Owned,861,"3,265","52,521",6.22
Pontotoc Electric Power Assn,Cooperative,"3,029","8,228","110,882",7.42
Prentiss County Elec Pwr Assn,Cooperative,"2,641","7,283","121,090",6.01
Public Serv Comm of Yazoo City,Publicly Owned,770,"2,894","38,246",7.57
Singing River Elec Pwr Assn,Cooperative,"5,918","18,439","268,291",6.87
Southern Pine Elec Pwr Assn,Cooperative,"3,277","17,533","245,123",7.15
Southwest Mississippi E P A,Cooperative,"1,602","4,896","65,852",7.43
Starkville City of,Publicly Owned,"1,763","7,399","114,466",6.46
Tallahatchie Valley E P A,Cooperative,"4,511","10,423","137,166",7.60
Tippah Electric Power Assn,Cooperative,"3,009","6,015","87,562",6.87
Tishomingo County E P A,Cooperative,"2,273","5,955","79,524",7.49
Tombigbee Electric Power Assn,Cooperative,"6,305","17,063","250,945",6.80
Tupelo City of,Publicly Owned,"4,266","18,591","303,513",6.13
Twin County Electric Pwr Assn,Cooperative,"1,089","3,430","36,316",9.44
Water Valley City of,Publicly Owned,362,"1,024","15,415",6.64
West Point City of,Publicly Owned,695,"2,950","44,191",6.68
Yazoo Valley Elec Power Assn,Cooperative,867,"3,509","36,108",9.72
 State Total,,"193,145","803,953","11,772,999",6.83
Missouri,,,,,
Albany City of,Publicly Owned,172,495,"6,229",7.95
Aquila Inc,Investor-Owned,"32,927","116,273","2,179,856",5.33
Atchison-Holt Electric Coop,Cooperative,214,500,"7,760",6.44
Ava City of,Publicly Owned,291,962,"13,356",7.20
Barry Electric Cooperative,Cooperative,"1,184","2,724","45,482",5.99
"Barton County Elec Coop, Inc",Cooperative,"1,282","1,642","20,706",7.93
Bethany City of,Publicly Owned,315,"1,482","18,920",7.83
Black River Electric Coop,Cooperative,"3,216","6,069","123,000",4.93
Boone Electric Cooperative,Cooperative,864,"3,685","61,800",5.96
Butler City of,Publicly Owned,418,"1,718","19,826",8.67
Cabool City of,Publicly Owned,219,468,"6,579",7.11
California City of,Publicly Owned,301,538,"7,074",7.61
Callaway Electric Cooperative,Cooperative,640,"1,654","24,398",6.78
Cameron City of,Publicly Owned,407,"2,568","42,015",6.11
Campbell City of,Publicly Owned,126,471,"6,902",6.82
Carroll Electric Coop Corp,Cooperative,713,"1,086","17,195",6.32
